FIGHTER1,FIGHTER2,WINNER,RATING1_BEFORE,RATING2_BEFORE,RATING1_AFTER,RATING2_AFTER,EVENT,DATE,TIME_FORMAT,ROUND,TIMESTAMP,FIGHTER1_OUTCOME,FIGHTER2_OUTCOME,TOTAL_TIME_MINUTES,TOTAL_TIME_SECONDS
Jake Hadley,Cameron Smotherman,Cameron Smotherman,1508.2099588307717,1500.0,1462.1467994613106,1546.0631593694611,UFC Fight Night: Hernandez vs. Pereira,2024-10-19,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Jessica Penne,Elise Reed,Elise Reed,1406.7714974646706,1462.6527875761285,1368.9474923490486,1500.4767926917505,UFC Fight Night: Hernandez vs. Pereira,2024-10-19,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Joselyne Edwards,Tamires Vidal,Joselyne Edwards,1443.127058932924,1466.4253979006237,1485.8053659529762,1423.7470908805715,UFC Fight Night: Hernandez vs. Pereira,2024-10-19,3 Rnd (5-5-5),3,4:33,1,0,14.55,873.0
Melissa Martinez,Alice Ardelean,Melissa Martinez,1445.6876931282927,1477.0554078464872,1494.7394496420623,1428.0036513327177,UFC Fight Night: Hernandez vs. Pereira,2024-10-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Austen Lane,Robelis Despaigne,Austen Lane,1413.514812218619,1492.2748586961247,1468.5446268851258,1437.245044029618,UFC Fight Night: Hernandez vs. Pereira,2024-10-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Matheus Nicolau,Asu Almabayev,Asu Almabayev,1575.7062024557122,1588.7737752683493,1532.3979222224498,1632.0820555016116,UFC Fight Night: Hernandez vs. Pereira,2024-10-19,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Chidi Njokuani,Jared Gooden,Chidi Njokuani,1533.6934884364816,1457.9172819514206,1569.0316384358357,1422.5791319520665,UFC Fight Night: Royval vs. Taira,2024-10-12,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Daniel Rodriguez,Alex Morono,Daniel Rodriguez,1588.7109957950847,1605.0572641128185,1609.6512689618462,1584.116990946057,UFC Fight Night: Royval vs. Taira,2024-10-12,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Jonathan Pearce,Pat Sabatini,Pat Sabatini,1571.5326111579298,1575.9001110338393,1532.0354116791113,1615.3973105126577,UFC Fight Night: Royval vs. Taira,2024-10-12,3 Rnd (5-5-5),1,4:06,0,1,4.1,246.0
Brad Tavares,JunYong Park,JunYong Park,1586.8594976476472,1562.645394592445,1565.4678742424346,1584.0370179976576,UFC Fight Night: Royval vs. Taira,2024-10-12,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Brandon Royval,Tatsuro Taira,Brandon Royval,1622.3224191442725,1710.2052841296086,1647.2761608495937,1685.2515424242874,UFC Fight Night: Royval vs. Taira,2024-10-12,5 Rnd (5-5-5-5-5),5,5:00,1,0,25.0,1500.0
Dan Argueta,Cody Haddon,Cody Haddon,1432.4544478561081,1500.0,1396.0943972457444,1536.3600506103637,UFC Fight Night: Royval vs. Taira,2024-10-12,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Grant Dawson,Rafa Garcia,Grant Dawson,1734.0275437366504,1588.7379927937818,1761.234836515927,1561.530700014505,UFC Fight Night: Royval vs. Taira,2024-10-12,3 Rnd (5-5-5),2,1:42,1,0,6.7,402.0
Clayton Carpenter,Lucas Rocha,Clayton Carpenter,1536.5257067787438,1500.0,1572.3359533490386,1464.1897534297052,UFC Fight Night: Royval vs. Taira,2024-10-12,3 Rnd (5-5-5),2,2:12,1,0,7.2,432.0
CJ Vergara,Ramazan Temirov,Ramazan Temirov,1483.7470504067321,1500.0,1440.8506049153498,1542.8964454913823,UFC Fight Night: Royval vs. Taira,2024-10-12,3 Rnd (5-5-5),1,2:50,0,1,2.8333333333333335,170.0
Themba Gorimbo,Niko Price,Themba Gorimbo,1580.913004469394,1583.9691732808358,1626.3088305023193,1538.5733472479105,UFC Fight Night: Royval vs. Taira,2024-10-12,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Julia Polastri,Cory McKenna,Julia Polastri,1460.7960441216378,1546.6971676242829,1485.6425558588617,1521.850655887059,UFC Fight Night: Royval vs. Taira,2024-10-12,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Junior Tafa,Sean Sharaf,Junior Tafa,1395.2616184294166,1500.0,1453.430838172055,1441.8307802573615,UFC Fight Night: Royval vs. Taira,2024-10-12,3 Rnd (5-5-5),2,2:15,1,0,7.25,435.0
Austin Hubbard,Alexander Hernandez,Alexander Hernandez,1482.690392418041,1525.9337461564137,1465.166904948079,1543.4572336263757,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Alex Pereira,Khalil Rountree Jr.,Alex Pereira,1851.4156449912707,1667.258550265742,1874.5718886463924,1644.1023066106204,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,5 Rnd (5-5-5-5-5),4,4:32,1,0,19.533333333333335,1172.0
Raquel Pennington,Julianna Pena,Julianna Pena,1760.2881622365735,1670.89352278433,1735.2528231246536,1695.9288618962498,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,5 Rnd (5-5-5-5-5),5,5:00,0,1,25.0,1500.0
Jose Aldo,Mario Bautista,Mario Bautista,1820.2621906817822,1732.674674967926,1795.3244109705668,1757.6124546791414,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Roman Dolidze,Kevin Holland,Roman Dolidze,1674.6443592244923,1660.2109551047151,1717.7760134534774,1617.07930087573,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,3 Rnd (5-5-5),1,5:00,1,0,5.0,300.0
Ketlen Vieira,Kayla Harrison,Kayla Harrison,1660.8742779618476,1551.537385160214,1602.1625994157548,1610.2490637063067,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Marina Rodriguez,Iasmin Lucindo,Iasmin Lucindo,1615.2530386364397,1593.4960546575333,1594.002240523383,1614.7468527705898,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Cesar Almeida,Ihor Potieria,Cesar Almeida,1526.2621708954125,1476.3757648248102,1564.8449031837756,1437.793032536447,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Ryan Spann,Ovince Saint Preux,Ryan Spann,1577.9648571526902,1520.4720171507172,1611.4055115542958,1487.0313627491116,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,3 Rnd (5-5-5),1,1:35,1,0,1.5833333333333333,95.0
Carla Esparza,Tecia Pennington,Tecia Pennington,1683.7653918233043,1486.034615948075,1615.603487929534,1554.1965198418454,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Court McGee,Tim Means,Court McGee,1440.9615302638497,1558.4614594311577,1493.9960229223698,1505.4269667726376,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,3 Rnd (5-5-5),1,3:19,1,0,3.316666666666667,199.0
Stephen Thompson,Joaquin Buckley,Joaquin Buckley,1713.2355118898913,1710.4984118102043,1667.8810088951152,1755.8529148049804,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,3 Rnd (5-5-5),3,2:17,0,1,12.283333333333333,737.0
Renato Moicano,Benoit Saint Denis,Renato Moicano,1732.4671121452438,1658.2780196728,1752.2084612768795,1638.5366705411643,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,5 Rnd (5-5-5-5-5),2,5:00,1,0,10.0,600.0
Nassourdine Imavov,Brendan Allen,Nassourdine Imavov,1700.9151416716145,1811.1350814645364,1759.7304934468073,1752.3197296893436,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
William Gomis,Joanderson Brito,William Gomis,1601.224773276896,1663.7687489592402,1624.7867011211672,1640.206821114969,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Kevin Jousset,Bryan Battle,Bryan Battle,1580.7019441909858,1611.4105845795564,1539.6690148083976,1652.4435139621446,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,3 Rnd (5-5-5),2,3:47,0,1,8.783333333333333,527.0
Morgan Charriere,Gabriel Miranda,Morgan Charriere,1527.9281713009846,1492.192852326828,1568.3159708591766,1451.805052768636,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,3 Rnd (5-5-5),2,0:27,1,0,5.45,327.0
Fares Ziam,Matt Frevola,Fares Ziam,1599.0534307669943,1574.3288364514674,1640.8564859587905,1532.5257812596712,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,3 Rnd (5-5-5),3,2:59,1,0,12.983333333333333,779.0
Ion Cutelaba,Ivan Erslan,Ion Cutelaba,1465.0695966745739,1500.0,1487.0736048015428,1477.995991873031,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Oumar Sy,Da Woon Jung,Oumar Sy,1540.0,1413.858355184731,1569.344015530656,1384.514339654075,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Ludovit Klein,Roosevelt Roberts,Ludovit Klein,1679.0656018668267,1474.543249494534,1700.2636128423899,1453.3452385189707,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Taylor Lapilus,Vince Morales,Taylor Lapilus,1606.7808974825437,1456.6539477553756,1633.4625272486473,1429.972317989272,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Ailin Perez,Daria Zhelezniakova,Ailin Perez,1574.2351106887427,1547.8416787570848,1611.202286335971,1510.8745031098565,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,3 Rnd (5-5-5),1,3:52,1,0,3.8666666666666667,232.0
Daniel Barez,Victor Altamirano,Daniel Barez,1456.9077046383688,1489.0601905406245,1506.0602603374703,1439.907634841523,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Nora Cornolle,Jacqueline Cavalcanti,Jacqueline Cavalcanti,1587.5738672141988,1553.2217693032917,1565.6028202548305,1575.19281626266,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Bolaji Oki,Chris Duncan,Chris Duncan,1520.0,1528.413606755949,1480.968462970371,1567.445143785578,UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,3 Rnd (5-5-5),1,3:34,0,1,3.566666666666667,214.0
Daniel Zellhuber,Esteban Ribovics,Esteban Ribovics,1586.8104320531831,1558.6350331061622,1565.1920718471922,1580.253393312153,UFC 306: Riyadh Season Noche UFC,2024-09-14,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Sean O'Malley,Merab Dvalishvili,Merab Dvalishvili,1852.2559740253462,1883.0297771970545,1811.2314188224125,1924.0543323999882,UFC 306: Riyadh Season Noche UFC,2024-09-14,5 Rnd (5-5-5-5-5),5,5:00,0,1,25.0,1500.0
Alexa Grasso,Valentina Shevchenko,Valentina Shevchenko,1720.922807064465,1811.3661311491308,1687.3794395919067,1844.9094986216887,UFC 306: Riyadh Season Noche UFC,2024-09-14,5 Rnd (5-5-5-5-5),5,5:00,0,1,25.0,1500.0
Brian Ortega,Diego Lopes,Diego Lopes,1772.7227596426749,1689.5139939040505,1717.1469573107217,1745.0897962360036,UFC 306: Riyadh Season Noche UFC,2024-09-14,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Ronaldo Rodriguez,Ode Osbourne,Ronaldo Rodriguez,1529.9900279765443,1438.0096485504002,1563.3474298491342,1404.6522466778106,UFC 306: Riyadh Season Noche UFC,2024-09-14,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Yazmin Jauregui,Ketlen Souza,Ketlen Souza,1563.8137021138666,1508.4888142387824,1517.4974850903473,1554.8050312623018,UFC 306: Riyadh Season Noche UFC,2024-09-14,3 Rnd (5-5-5),1,3:02,0,1,3.033333333333333,182.0
Manuel Torres,Ignacio Bahamondes,Ignacio Bahamondes,1614.8274008076964,1599.228097793519,1567.8083292065307,1646.2471693946848,UFC 306: Riyadh Season Noche UFC,2024-09-14,3 Rnd (5-5-5),1,4:02,0,1,4.033333333333333,242.0
Edgar Chairez,Joshua Van,Joshua Van,1502.0198953352744,1541.9936302255512,1462.1745851723956,1581.83894038843,UFC 306: Riyadh Season Noche UFC,2024-09-14,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Raul Rosas Jr.,Aoriqileng,Raul Rosas Jr.,1560.6472134373312,1525.9527991809962,1601.1684557275014,1485.431556890826,UFC 306: Riyadh Season Noche UFC,2024-09-14,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Irene Aldana,Norma Dumont,Norma Dumont,1675.6955254285388,1722.303759428929,1636.6962895443442,1761.3029953131236,UFC 306: Riyadh Season Noche UFC,2024-09-14,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Isaac Dulgarian,Brendon Marotte,Isaac Dulgarian,1530.4895725248518,1456.9496066406136,1562.1471859782484,1425.291993187217,UFC Fight Night: Burns vs. Brady,2024-09-07,3 Rnd (5-5-5),2,4:19,1,0,9.316666666666666,559.0
Jessica Andrade,Natalia Silva,Natalia Silva,1707.0841318316347,1693.2938618166102,1660.2989477592437,1740.0790458890012,UFC Fight Night: Burns vs. Brady,2024-09-07,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Steve Garcia,Kyle Nelson,Steve Garcia,1634.7059402712077,1603.72912179125,1675.7044074145897,1562.730654647868,UFC Fight Night: Burns vs. Brady,2024-09-07,3 Rnd (5-5-5),1,3:59,1,0,3.9833333333333334,239.0
Matt Schnell,Cody Durden,Cody Durden,1488.2047134826905,1547.343472742487,1454.9483124244414,1580.599873800736,UFC Fight Night: Burns vs. Brady,2024-09-07,3 Rnd (5-5-5),2,0:29,0,1,5.483333333333333,329.0
Trevor Peek,Yanal Ashmouz,Yanal Ashmouz,1448.184175460725,1496.6525328505702,1409.4214082562248,1535.4153000550705,UFC Fight Night: Burns vs. Brady,2024-09-07,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Zygimantas Ramaska,Nathan Fletcher,Nathan Fletcher,1500.0,1500.0,1460.0,1540.0,UFC Fight Night: Burns vs. Brady,2024-09-07,3 Rnd (5-5-5),2,1:14,0,1,6.233333333333333,374.0
Gilbert Burns,Sean Brady,Sean Brady,1762.7625875327246,1741.8677575900847,1715.0595386054606,1789.5708065173487,UFC Fight Night: Burns vs. Brady,2024-09-07,5 Rnd (5-5-5-5-5),5,5:00,0,1,25.0,1500.0
Felipe dos Santos,Andre Lima,Andre Lima,1488.992688321484,1534.1370666779542,1449.807121175643,1573.322633823795,UFC Fight Night: Burns vs. Brady,2024-09-07,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Yizha,Gabriel Santos,Gabriel Santos,1500.0,1447.0475961696088,1448.1941978287296,1498.8533983408793,UFC Fight Night: Burns vs. Brady,2024-09-07,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Jaqueline Amorim,Vanessa Demopoulos,Jaqueline Amorim,1550.6283641381256,1570.997766389874,1592.970795031079,1528.6553354969205,UFC Fight Night: Burns vs. Brady,2024-09-07,3 Rnd (5-5-5),1,3:28,1,0,3.466666666666667,208.0
Andre Petroski,Dylan Budka,Andre Petroski,1593.5051041416325,1455.0,1621.4594177497888,1427.0456863918437,UFC Fight Night: Burns vs. Brady,2024-09-07,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Rongzhu,Chris Padilla,Chris Padilla,1500.0,1540.0,1477.8655816881146,1562.1344183118854,UFC Fight Night: Burns vs. Brady,2024-09-07,3 Rnd (5-5-5),2,4:14,0,1,9.233333333333333,554.0
Jared Cannonier,Caio Borralho,Caio Borralho,1734.5581447160544,1729.34078273983,1688.8824406365034,1775.016486819381,UFC Fight Night: Cannonier vs. Borralho,2024-08-24,5 Rnd (5-5-5-5-5),5,5:00,0,1,25.0,1500.0
Angela Hill,Tabatha Ricci,Tabatha Ricci,1609.931544544193,1622.1647008943667,1566.5153335501886,1665.580911888371,UFC Fight Night: Cannonier vs. Borralho,2024-08-24,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Robert Valentin,Ryan Loder,Ryan Loder,1500.0,1500.0,1455.0,1545.0,UFC Fight Night: Cannonier vs. Borralho,2024-08-24,3 Rnd + OT (5-5-5-5),2,1:49,0,1,6.816666666666666,409.0
Kaan Ofli,Mairon Santos,Mairon Santos,1500.0,1500.0,1455.0,1545.0,UFC Fight Night: Cannonier vs. Borralho,2024-08-24,3 Rnd + OT (5-5-5-5),2,1:30,0,1,6.5,390.0
Neil Magny,Michael Morales,Michael Morales,1745.7571107944357,1687.7536895860876,1693.3135101550004,1740.197290225523,UFC Fight Night: Cannonier vs. Borralho,2024-08-24,3 Rnd (5-5-5),1,4:39,0,1,4.65,279.0
Edmen Shahbazyan,Gerald Meerschaert,Gerald Meerschaert,1556.289092434013,1584.967607827947,1519.5833502187013,1621.6733500432586,UFC Fight Night: Cannonier vs. Borralho,2024-08-24,3 Rnd (5-5-5),2,4:12,0,1,9.2,552.0
Dennis Buzukja,Francis Marshall,Francis Marshall,1475.4065638523607,1469.3783563730328,1455.05958715292,1489.7253330724736,UFC Fight Night: Cannonier vs. Borralho,2024-08-24,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Zachary Reese,Jose Daniel Medina,Zachary Reese,1500.0,1500.0,1545.0,1455.0,UFC Fight Night: Cannonier vs. Borralho,2024-08-24,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Viacheslav Borshchev,James Llontop,Viacheslav Borshchev,1493.466505191915,1460.0,1511.545954487816,1441.920550704099,UFC Fight Night: Cannonier vs. Borralho,2024-08-24,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Jacqueline Cavalcanti,Josiane Nunes,Jacqueline Cavalcanti,1531.7476605195882,1557.4020762308396,1553.2217693032917,1535.927967447136,UFC Fight Night: Cannonier vs. Borralho,2024-08-24,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Wang Cong,Victoria Leonardo,Wang Cong,1500.0,1448.6913421877791,1538.4023741437209,1410.2889680440583,UFC Fight Night: Cannonier vs. Borralho,2024-08-24,3 Rnd (5-5-5),1,1:02,1,0,1.0333333333333334,62.0
Dricus Du Plessis,Israel Adesanya,Dricus Du Plessis,1829.954239968742,1843.846706591044,1871.5528174204383,1802.2481291393478,UFC 305: Du Plessis vs. Adesanya,2024-08-17,5 Rnd (5-5-5-5-5),4,3:38,1,0,18.633333333333333,1118.0
Li Jingliang,Carlos Prates,Carlos Prates,1698.0415160862926,1597.0092915056177,1640.3125661218162,1654.7382414700942,UFC 305: Du Plessis vs. Adesanya,2024-08-17,3 Rnd (5-5-5),2,4:02,0,1,9.033333333333333,542.0
Kai Kara-France,Steve Erceg,Kai Kara-France,1614.9722790223184,1596.0431733342466,1657.5229964082866,1553.4924559482783,UFC 305: Du Plessis vs. Adesanya,2024-08-17,3 Rnd (5-5-5),1,4:04,1,0,4.066666666666666,244.0
Mateusz Gamrot,Dan Hooker,Dan Hooker,1777.1960554794769,1694.4664399702888,1752.5217659712175,1719.140729478548,UFC 305: Du Plessis vs. Adesanya,2024-08-17,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Tai Tuivasa,Jairzinho Rozenstruik,Jairzinho Rozenstruik,1583.103737156383,1659.680848257671,1567.4418492963873,1675.3427361176666,UFC 305: Du Plessis vs. Adesanya,2024-08-17,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Junior Tafa,Valter Walker,Valter Walker,1433.6980466956777,1447.2859817035583,1395.2616184294166,1485.7224099698196,UFC 305: Du Plessis vs. Adesanya,2024-08-17,3 Rnd (5-5-5),1,4:56,0,1,4.933333333333334,296.0
Josh Culibao,Ricardo Ramos,Ricardo Ramos,1529.6707384791268,1498.9281748846868,1507.9056583988329,1520.6932549649807,UFC 305: Du Plessis vs. Adesanya,2024-08-17,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Casey O'Neill,Luana Santos,Casey O'Neill,1528.8546737333768,1608.5449149453766,1583.9989139295185,1553.400674749235,UFC 305: Du Plessis vs. Adesanya,2024-08-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Tom Nolan,Alex Reyes,Tom Nolan,1497.137549733026,1427.083808791429,1533.1851527591282,1391.0362057653267,UFC 305: Du Plessis vs. Adesanya,2024-08-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Song Kenan,Ricky Glenn,Song Kenan,1466.0122007405612,1489.2367175783052,1514.0157773974322,1441.2331409214341,UFC 305: Du Plessis vs. Adesanya,2024-08-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Stewart Nicoll,Jesus Aguilar,Jesus Aguilar,1500.0,1526.8890716835067,1463.0895527739087,1563.799518909598,UFC 305: Du Plessis vs. Adesanya,2024-08-17,3 Rnd (5-5-5),1,2:39,0,1,2.65,159.0
Jack Jenkins,Herbert Burns,Jack Jenkins,1515.5006150422082,1446.8281958835155,1551.7201816705747,1410.608629255149,UFC 305: Du Plessis vs. Adesanya,2024-08-17,3 Rnd (5-5-5),3,0:48,1,0,10.8,648.0
Karol Rosa,Pannie Kianzad,Karol Rosa,1523.5451811843213,1516.9023944151672,1567.6849095314114,1472.7626660680771,UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Marcin Tybura,Serghei Spivac,Serghei Spivac,1705.7128611283244,1644.0357066309023,1658.6856792946098,1691.062888464617,UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,5 Rnd (5-5-5-5-5),1,1:44,0,1,1.7333333333333334,104.0
Damon Jackson,Chepe Mariscal,Chepe Mariscal,1562.3851001098103,1613.3075780721617,1523.9337750085072,1651.758903173465,UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Danny Barlow,Nikolay Veretennikov,Danny Barlow,1543.4926098736612,1500.0,1561.0019702644543,1482.490639609207,UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Chris Gutierrez,Quang Le,Chris Gutierrez,1630.8228426566507,1500.0,1659.6364549268997,1471.186387729751,UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Toshiomi Kazama,Charalampos Grigoriou,Toshiomi Kazama,1455.0,1449.4622915416867,1494.3625017363436,1410.099789805343,UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,3 Rnd (5-5-5),2,1:55,1,0,6.916666666666667,415.0
Jhonata Diniz,Karl Williams,Jhonata Diniz,1538.8713562563946,1613.6387056397127,1593.4084849641288,1559.1015769319786,UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Youssef Zalal,Jarno Errens,Youssef Zalal,1512.7608372894329,1505.7960441216378,1551.9590932349333,1466.5977881761373,UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,3 Rnd (5-5-5),1,3:52,1,0,3.8666666666666667,232.0
Stephanie Luciano,Talita Alencar,Stephanie Luciano,1500.0,1520.0,1547.5875507503042,1472.4124492496958,UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Yana Santos,Chelsea Chandler,Yana Santos,1453.672763596312,1563.1981449996247,1512.4065849769063,1504.4643236190304,UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Mohammad Yahya,Kaue Fernandes,Kaue Fernandes,1500.0,1479.5093352260824,1452.349113455696,1527.1602217703864,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,3 Rnd (5-5-5),1,4:45,0,1,4.75,285.0
Cory Sandhagen,Umar Nurmagomedov,Umar Nurmagomedov,1803.1591581355688,1703.035195897035,1745.5385139237553,1760.6558401088485,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,5 Rnd (5-5-5-5-5),5,5:00,0,1,25.0,1500.0
Marlon Vera,Deiveson Figueiredo,Deiveson Figueiredo,1769.234393288361,1819.1054779382869,1730.649716907474,1857.6901543191739,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Tony Ferguson,Michael Chiesa,Michael Chiesa,1561.2953339611377,1666.8111984959014,1533.083098349779,1695.02343410726,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,3 Rnd (5-5-5),1,3:44,0,1,3.7333333333333334,224.0
Mackenzie Dern,Loopy Godinez,Mackenzie Dern,1559.9012699836649,1580.8648136533018,1607.613186523873,1533.1528971130936,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Joel Alvarez,Elves Brener,Joel Alvarez,1624.4741810931082,1553.4339420559772,1660.399139031627,1517.5089841174583,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,3 Rnd (5-5-5),3,3:36,1,0,13.6,816.0
Shara Magomedov,Michal Oleksiejczuk,Shara Magomedov,1545.0,1515.8760783802709,1586.2366681566405,1474.6394102236304,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Sedriques Dumas,Denis Tiuliulin,Sedriques Dumas,1458.5771262849926,1393.9397858127709,1495.3005396493604,1357.216372448403,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Shamil Gaziev,Don'Tale Mayes,Shamil Gaziev,1522.4749058358482,1522.3820400107802,1567.4628778162594,1477.394068030369,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Guram Kutateladze,Jordan Vucenic,Guram Kutateladze,1464.6538715404854,1500.0,1514.2161876917678,1450.4376838487176,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Viktoriia Dudakova,Sam Hughes,Sam Hughes,1532.6358661827658,1455.292146570639,1508.255720902834,1479.672291850571,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Jai Herbert,Rolando Bedoya,Jai Herbert,1452.610339853437,1487.02102423652,1502.0527098307077,1437.578654259249,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Azamat Murzakanov,Alonzo Menifield,Azamat Murzakanov,1649.8264233443058,1654.4727452782106,1695.4281810002649,1608.8709876222515,UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,3 Rnd (5-5-5),2,3:18,1,0,8.3,498.0
